G,Date,Age,Opp,W/L,At,Name,Tm,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc_y,BPM
1,2022-10-22,24-287,CLE,L (-32),,Tony Bradley  ,CHI,0.0,4.116666666666666,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,23.3,35.3,28.1,0.0,0.0,0.0,0.0,11.1,62.0,137.0,0.3,-16.1
2,2022-10-24,24-289,BOS,W (+18),,Tony Bradley  ,CHI,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.1,21.8,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.3,-1.6
3,2022-11-07,24-303,TOR,W (+14),,Tony Bradley  ,CHI,0.0,0.21666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.3,34.6
4,2022-11-13,24-309,DEN,L (-23),,Tony Bradley  ,CHI,0.0,3.4166666666666665,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.136,0.0,0.0,42.6,19.5,0.0,0.0,0.0,0.0,11.4,250.0,131.0,2.3,7.8
5,2022-11-16,24-312,NOP,L (-14),@,Tony Bradley  ,CHI,0.0,1.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,60.2,30.4,0.0,0.0,0.0,0.0,23.3,300.0,116.0,3.0,53.4
1,2022-10-30,19-171,MIN,W (+9),,Malaki Branham  ,SAS,0.0,19.0,1.0,7.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,5.0,2.0,0.317,0.214,5.9,4.7,5.2,15.1,0.0,0.0,0.0,17.2,99.0,108.0,2.5,-7.8
2,2022-11-02,19-174,TOR,L (-43),,Malaki Branham  ,SAS,0.0,22.7,4.0,11.0,2.0,6.0,3.0,4.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,13.0,-11.0,0.509,0.455,3.9,5.0,4.4,22.2,0.0,0.0,7.3,23.6,108.0,134.0,8.2,-3.0
3,2022-11-04,19-176,LAC,L (-7),,Malaki Branham  ,SAS,1.0,13.916666666666666,1.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.333,0.333,0.0,32.3,13.1,8.9,0.0,0.0,0.0,9.5,82.0,116.0,1.5,-7.6
4,2022-11-05,19-177,DEN,L (-25),@,Malaki Branham  ,SAS,1.0,22.616666666666667,2.0,7.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,4.0,-7.0,0.286,0.286,0.0,13.3,5.7,12.2,2.2,0.0,22.2,18.5,55.0,131.0,0.9,-14.4
5,2022-11-19,19-191,LAC,L (-22),@,Malaki Branham  ,SAS,0.0,9.6,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,0.75,0.75,0.0,14.3,6.4,16.1,0.0,0.0,0.0,9.0,168.0,131.0,2.6,0.5
6,2022-11-20,19-192,LAL,L (-31),@,Malaki Branham  ,SAS,0.0,5.65,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,42.7,0.0,124.0,-4.8,-48.4
7,2022-11-25,19-197,LAL,L (-11),,Malaki Branham  ,SAS,0.0,13.7,1.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,7.0,0.5,0.5,0.0,17.5,7.1,10.2,0.0,0.0,25.0,11.4,85.0,110.0,1.6,-5.7
8,2022-11-26,19-198,LAL,L (-5),,Malaki Branham  ,SAS,0.0,16.95,3.0,4.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,8.0,-12.0,1.0,1.0,0.0,8.6,3.3,12.7,0.0,0.0,20.0,11.4,153.0,138.0,6.7,0.3
1,2022-10-19,21-185,UTA,L (-21),@,Christian Braun  ,DEN,0.0,1.7666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,-0.4,-15.8
2,2022-10-21,21-187,GSW,W (+5),@,Christian Braun  ,DEN,0.0,22.766666666666666,2.0,5.0,0.0,1.0,0.0,0.0,2.0,3.0,5.0,3.0,3.0,0.0,1.0,1.0,4.0,14.0,0.4,0.4,10.5,17.6,13.9,15.1,6.0,0.0,16.7,10.8,110.0,108.0,7.3,3.3
3,2022-10-22,21-188,OKC,W (+5),,Christian Braun  ,DEN,0.0,16.483333333333334,3.0,5.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,-14.0,0.9,0.9,0.0,6.2,3.1,17.5,2.8,5.2,16.7,15.0,136.0,108.0,8.7,12.7
4,2022-10-24,21-190,POR,L (-25),@,Christian Braun  ,DEN,0.0,12.65,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.0,0.0,0.0,8.2,20.5,13.7,0.0,0.0,0.0,0.0,7.2,42.0,145.0,-0.5,-15.0
5,2022-10-26,21-192,LAL,W (+11),,Christian Braun  ,DEN,0.0,25.083333333333332,4.0,6.0,0.0,1.0,1.0,2.0,2.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,9.0,2.0,0.654,0.667,7.8,11.0,9.5,0.0,0.0,0.0,12.7,13.4,115.0,104.0,6.9,-5.2
6,2022-10-28,21-194,UTA,W (+16),,Christian Braun  ,DEN,0.0,32.416666666666664,4.0,7.0,1.0,3.0,1.0,2.0,2.0,4.0,6.0,1.0,0.0,1.0,1.0,1.0,10.0,16.0,0.635,0.643,6.3,12.1,9.3,4.5,0.0,2.8,11.3,11.7,130.0,106.0,8.9,1.1
7,2022-10-30,21-196,LAL,L (-11),@,Christian Braun  ,DEN,0.0,12.95,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,18.1,0.0,0.0,0.0,9.8,43.0,132.0,-1.1,-13.6
8,2022-11-03,21-200,OKC,W (+12),@,Christian Braun  ,DEN,0.0,7.266666666666667,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,1.5,1.5,0.0,0.0,0.0,17.2,0.0,0.0,0.0,6.1,276.0,115.0,2.6,8.3
9,2022-11-05,21-202,SAS,W (+25),,Christian Braun  ,DEN,0.0,14.45,1.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,-10.0,0.25,0.25,0.0,15.5,8.9,6.7,0.0,0.0,0.0,12.4,78.0,110.0,0.9,-12.0
10,2022-11-07,21-204,SAS,W (+6),@,Christian Braun  ,DEN,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,40.9,0.0,0.0,100.0,16.4,47.0,115.0,-0.3,-11.0
11,2022-11-11,21-208,BOS,L (-19),@,Christian Braun  ,DEN,0.0,13.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,-7.0,1.0,1.0,0.0,19.5,8.6,18.8,0.0,0.0,0.0,3.4,212.0,142.0,3.7,1.7
12,2022-11-13,21-210,CHI,W (+23),@,Christian Braun  ,DEN,0.0,26.216666666666665,3.0,6.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,9.0,4.0,0.654,0.583,0.0,9.4,5.1,4.3,3.7,0.0,0.0,12.0,135.0,103.0,8.5,0.8
13,2022-11-16,21-213,NYK,L (-3),,Christian Braun  ,DEN,0.0,14.916666666666666,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,-3.0,0.5,0.5,7.7,0.0,3.9,9.8,0.0,6.4,0.0,6.1,137.0,112.0,2.7,0.5
14,2022-11-18,21-215,DAL,L (-28),@,Christian Braun  ,DEN,0.0,13.416666666666666,1.0,5.0,0.0,1.0,1.0,3.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,-6.0,0.237,0.2,14.0,24.7,17.9,0.0,0.0,0.0,0.0,20.8,71.0,138.0,-0.1,-19.1
15,2022-11-20,21-217,DAL,W (+1),@,Christian Braun  ,DEN,0.0,16.233333333333334,2.0,5.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,3.0,5.0,-3.0,0.5,0.5,0.0,25.7,14.8,0.0,3.1,0.0,0.0,14.6,95.0,100.0,3.3,-3.8
16,2022-11-22,21-219,DET,L (-2),,Christian Braun  ,DEN,0.0,3.433333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,32.5,0.0,17.0,0.0,0.0,0.0,0.0,0.0,207.0,123.0,0.7,-1.8
17,2022-11-23,21-220,OKC,W (+5),@,Christian Braun  ,DEN,0.0,13.55,0.0,3.0,0.0,1.0,2.0,2.0,2.0,4.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,-4.0,0.258,0.0,17.8,31.3,25.0,0.0,0.0,0.0,20.5,15.5,77.0,121.0,1.1,-14.4
18,2022-11-25,21-222,LAC,W (+10),@,Christian Braun  ,DEN,0.0,6.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0,0.0,6.1,0.0,105.0,0.2,-5.2
1,2022-10-19,26-050,DAL,W (+2),,Mikal Bridges  ,PHO,1.0,41.083333333333336,5.0,10.0,0.0,2.0,3.0,4.0,3.0,8.0,11.0,1.0,0.0,1.0,2.0,4.0,13.0,15.0,0.553,0.5,8.2,25.3,16.1,3.4,0.0,2.9,14.5,15.1,106.0,111.0,9.9,-2.2
2,2022-10-21,26-052,POR,L (-2),@,Mikal Bridges  ,PHO,1.0,37.68333333333333,6.0,10.0,0.0,0.0,1.0,2.0,2.0,5.0,7.0,6.0,1.0,0.0,3.0,4.0,13.0,6.0,0.597,0.6,6.4,15.6,11.1,24.4,1.4,0.0,21.6,16.4,109.0,113.0,11.5,0.7
3,2022-10-23,26-054,LAC,W (+17),@,Mikal Bridges  ,PHO,1.0,36.483333333333334,3.0,9.0,1.0,3.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,1.0,1.0,3.0,7.0,9.0,0.389,0.389,2.8,8.8,5.7,13.5,0.0,2.6,10.0,11.9,98.0,104.0,4.8,-4.0
4,2022-10-25,26-056,GSW,W (+29),,Mikal Bridges  ,PHO,1.0,32.9,7.0,8.0,0.0,0.0,3.0,3.0,3.0,3.0,6.0,2.0,1.0,2.0,1.0,3.0,17.0,21.0,0.912,0.875,9.9,9.9,9.9,7.9,1.4,5.2,9.7,12.6,173.0,104.0,18.8,10.0
5,2022-10-28,26-059,NOP,W (+13),,Mikal Bridges  ,PHO,1.0,31.133333333333333,10.0,13.0,3.0,5.0,4.0,4.0,0.0,2.0,2.0,4.0,1.0,3.0,1.0,1.0,27.0,-1.0,0.915,0.885,0.0,7.3,3.9,18.9,1.6,9.4,6.3,21.5,175.0,114.0,27.0,20.2
6,2022-10-30,26-061,HOU,W (+15),,Mikal Bridges  ,PHO,1.0,32.8,5.0,7.0,2.0,3.0,3.0,4.0,1.0,4.0,5.0,1.0,0.0,1.0,1.0,3.0,15.0,12.0,0.856,0.857,3.5,13.6,8.6,3.9,0.0,2.8,10.2,13.2,152.0,121.0,12.8,1.7
7,2022-11-01,26-063,MIN,W (+9),,Mikal Bridges  ,PHO,1.0,38.2,7.0,10.0,1.0,2.0,4.0,4.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,19.0,20.0,0.808,0.75,6.4,3.4,5.0,15.6,1.3,2.4,7.8,14.9,159.0,116.0,19.6,5.5
8,2022-11-04,26-066,POR,L (-2),,Mikal Bridges  ,PHO,1.0,37.71666666666667,4.0,9.0,2.0,3.0,2.0,2.0,0.0,5.0,5.0,2.0,2.0,0.0,1.0,2.0,12.0,7.0,0.607,0.556,0.0,17.2,7.9,8.2,2.7,0.0,9.2,12.7,120.0,113.0,10.4,0.4
9,2022-11-05,26-067,POR,W (+20),,Mikal Bridges  ,PHO,1.0,27.0,3.0,7.0,1.0,2.0,4.0,5.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,11.0,18.0,0.598,0.5,0.0,4.3,2.1,12.0,3.7,2.8,0.0,15.1,135.0,87.0,11.3,7.0
10,2022-11-07,26-069,PHI,L (-12),@,Mikal Bridges  ,PHO,1.0,43.516666666666666,6.0,12.0,1.0,2.0,2.0,2.0,0.0,5.0,5.0,1.0,0.0,1.0,0.0,1.0,15.0,-14.0,0.582,0.542,0.0,12.0,6.5,4.3,0.0,2.3,0.0,14.8,117.0,117.0,11.5,0.5
11,2022-11-09,26-071,MIN,W (+12),@,Mikal Bridges  ,PHO,1.0,42.31666666666667,12.0,20.0,2.0,6.0,5.0,5.0,2.0,7.0,9.0,5.0,4.0,1.0,2.0,1.0,31.0,12.0,0.698,0.65,5.7,23.4,13.8,17.0,4.5,2.2,8.3,23.5,139.0,108.0,31.1,11.0
12,2022-11-11,26-073,ORL,L (-17),@,Mikal Bridges  ,PHO,1.0,37.63333333333333,3.0,13.0,2.0,6.0,0.0,0.0,1.0,3.0,4.0,6.0,0.0,0.0,1.0,2.0,8.0,-16.0,0.308,0.308,2.5,10.6,5.8,22.4,0.0,0.0,7.1,16.2,83.0,128.0,4.1,-7.6
13,2022-11-14,26-076,MIA,L (-1),@,Mikal Bridges  ,PHO,1.0,40.86666666666667,7.0,14.0,1.0,3.0,0.0,0.0,1.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,15.0,-1.0,0.536,0.536,2.6,11.2,6.8,5.9,1.3,2.3,6.7,15.8,124.0,131.0,11.6,-1.8
14,2022-11-16,26-078,GSW,W (+11),,Mikal Bridges  ,PHO,1.0,41.78333333333333,6.0,11.0,5.0,8.0,6.0,6.0,2.0,7.0,9.0,9.0,1.0,0.0,2.0,3.0,23.0,23.0,0.843,0.773,5.5,17.9,11.9,27.9,1.1,0.0,12.8,16.0,163.0,115.0,25.3,9.5
15,2022-11-18,26-080,UTA,L (-1),@,Mikal Bridges  ,PHO,1.0,34.78333333333333,6.0,12.0,0.0,2.0,1.0,2.0,0.0,6.0,6.0,2.0,2.0,3.0,2.0,3.0,13.0,0.0,0.505,0.5,0.0,20.2,10.6,6.8,2.6,6.9,13.4,17.1,97.0,121.0,10.7,-2.3
16,2022-11-20,26-082,NYK,W (+21),,Mikal Bridges  ,PHO,1.0,32.63333333333333,6.0,11.0,1.0,3.0,0.0,0.0,1.0,5.0,6.0,5.0,2.0,1.0,1.0,1.0,13.0,16.0,0.591,0.591,2.9,15.3,8.9,21.5,3.1,2.5,8.3,14.5,134.0,96.0,14.7,6.8
17,2022-11-22,26-084,LAL,W (+10),,Mikal Bridges  ,PHO,1.0,41.4,10.0,17.0,5.0,7.0,0.0,0.0,0.0,6.0,6.0,3.0,1.0,1.0,0.0,3.0,25.0,6.0,0.735,0.735,0.0,14.5,7.4,9.6,1.1,1.8,0.0,16.5,149.0,98.0,21.5,8.5
18,2022-11-25,26-087,DET,W (+6),,Mikal Bridges  ,PHO,1.0,34.666666666666664,6.0,17.0,3.0,6.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,4.0,15.0,3.0,0.441,0.441,3.4,2.7,3.0,8.2,2.9,0.0,5.6,22.4,95.0,109.0,7.3,-4.4
19,2022-11-26,26-088,UTA,W (+1),,Mikal Bridges  ,PHO,1.0,40.88333333333333,7.0,10.0,0.0,1.0,2.0,2.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,2.0,16.0,3.0,0.735,0.7,0.0,9.3,4.0,7.0,1.3,0.0,0.0,11.5,159.0,126.0,14.3,-0.1
1,2022-10-19,24-121,WAS,L (-7),,Oshae Brissett  ,IND,0.0,14.35,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,-8.0,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13.8,61.0,120.0,-0.8,-11.8
2,2022-10-24,24-126,PHI,L (-14),@,Oshae Brissett  ,IND,0.0,6.75,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,15.5,35.6,24.8,0.0,0.0,0.0,33.3,18.9,22.0,129.0,-1.1,-21.8
3,2022-10-29,24-131,BRK,W (+9),@,Oshae Brissett  ,IND,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,-8.0
4,2022-10-31,24-133,BRK,L (-7),@,Oshae Brissett  ,IND,0.0,3.65,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,121.0,-1.1,-20.6
5,2022-11-04,24-137,MIA,W (+2),,Oshae Brissett  ,IND,0.0,11.95,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,6.0,0.174,0.0,10.3,8.9,9.6,21.7,4.0,0.0,0.0,10.6,88.0,95.0,2.6,2.6
6,2022-11-09,24-142,DEN,L (-3),,Oshae Brissett  ,IND,0.0,11.8,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,0.5,0.5,8.7,18.5,13.4,0.0,0.0,0.0,0.0,6.6,123.0,118.0,2.3,-3.3
7,2022-11-12,24-145,TOR,W (+14),,Oshae Brissett  ,IND,0.0,14.85,3.0,6.0,0.0,3.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,8.0,3.0,0.581,0.5,8.5,11.5,10.3,0.0,0.0,0.0,22.5,25.4,94.0,108.0,4.3,-7.3
8,2022-11-16,24-149,CHO,W (+12),@,Oshae Brissett  ,IND,0.0,20.716666666666665,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,8.0,-1.0,1.389,1.5,6.3,5.7,5.9,5.9,2.3,0.0,0.0,6.2,262.0,119.0,9.3,8.0
9,2022-11-18,24-151,HOU,W (+8),@,Oshae Brissett  ,IND,0.0,17.65,5.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,14.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,17.5,175.0,101.0,10.5,15.7
10,2022-11-19,24-152,ORL,W (+1),,Oshae Brissett  ,IND,0.0,19.933333333333334,2.0,7.0,1.0,3.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,5.0,-6.0,0.357,0.357,0.0,23.5,11.6,0.0,0.0,0.0,12.5,17.0,66.0,120.0,1.1,-11.7
11,2022-11-21,24-154,ORL,W (+21),,Oshae Brissett  ,IND,0.0,26.716666666666665,5.0,9.0,4.0,7.0,4.0,5.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,18.0,19.0,0.804,0.778,4.7,7.5,6.3,5.3,3.6,0.0,0.0,16.9,168.0,101.0,16.9,12.9
12,2022-11-23,24-156,MIN,L (-14),,Oshae Brissett  ,IND,0.0,19.733333333333334,2.0,7.0,1.0,5.0,0.0,2.0,1.0,3.0,4.0,0.0,2.0,0.0,0.0,2.0,5.0,0.0,0.317,0.357,4.4,29.2,12.2,0.0,4.9,0.0,0.0,16.5,72.0,113.0,2.9,-7.2
13,2022-11-25,24-158,BRK,W (+11),,Oshae Brissett  ,IND,0.0,11.766666666666667,1.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,-8.0,0.333,0.333,10.7,29.8,20.7,0.0,3.9,0.0,0.0,11.0,90.0,109.0,2.5,-5.2
14,2022-11-27,24-160,LAC,L (-14),@,Oshae Brissett  ,IND,0.0,22.8,0.0,3.0,0.0,3.0,1.0,2.0,2.0,3.0,5.0,1.0,1.0,2.0,0.0,2.0,1.0,-6.0,0.129,0.0,7.9,13.2,10.4,5.8,2.0,6.8,0.0,7.1,68.0,109.0,3.1,-3.7
1,2022-10-18,29-311,PHI,W (+9),,Malcolm Brogdon  ,BOS,0.0,23.866666666666667,7.0,11.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,0.0,1.0,2.0,16.0,9.0,0.673,0.636,6.1,5.9,6.0,25.2,4.1,0.0,7.8,24.8,138.0,116.0,15.1,7.3
2,2022-10-21,29-314,MIA,W (+7),@,Malcolm Brogdon  ,BOS,0.0,24.85,2.0,9.0,1.0,3.0,2.0,2.0,3.0,2.0,5.0,3.0,0.0,0.0,2.0,2.0,7.0,7.0,0.354,0.278,15.7,9.2,12.2,15.6,0.0,0.0,16.8,21.9,96.0,120.0,3.5,-8.7
3,2022-10-22,29-315,ORL,W (+6),@,Malcolm Brogdon  ,BOS,0.0,20.666666666666668,4.0,10.0,1.0,4.0,4.0,5.0,1.0,1.0,2.0,4.0,0.0,0.0,2.0,1.0,13.0,-2.0,0.533,0.45,5.4,5.5,5.5,28.4,0.0,0.0,14.1,30.7,110.0,129.0,8.6,-4.9
4,2022-10-24,29-317,CHI,L (-18),@,Malcolm Brogdon  ,BOS,0.0,22.166666666666668,5.0,13.0,2.0,6.0,0.0,0.0,1.0,5.0,6.0,2.0,1.0,0.0,3.0,2.0,12.0,-24.0,0.462,0.462,3.6,24.1,12.4,16.5,2.2,0.0,18.8,30.1,80.0,118.0,5.7,-5.4
5,2022-10-28,29-321,CLE,L (-9),,Malcolm Brogdon  ,BOS,0.0,22.266666666666666,3.0,5.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,5.0,1.0,0.0,1.0,3.0,9.0,-1.0,0.765,0.7,0.0,12.5,6.3,34.1,2.2,0.0,14.5,14.2,147.0,124.0,9.6,6.4
6,2022-10-30,29-323,WAS,W (+18),,Malcolm Brogdon  ,BOS,0.0,23.316666666666666,6.0,12.0,3.0,5.0,8.0,8.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,23.0,9.0,0.741,0.625,0.0,7.1,4.2,34.8,0.0,0.0,0.0,31.7,154.0,105.0,20.4,14.5
7,2022-11-02,29-326,CLE,L (-1),@,Malcolm Brogdon  ,BOS,0.0,24.416666666666668,6.0,11.0,1.0,3.0,2.0,2.0,0.0,4.0,4.0,3.0,0.0,0.0,3.0,1.0,15.0,2.0,0.631,0.591,0.0,16.4,8.4,26.1,0.0,0.0,20.2,27.2,100.0,109.0,9.6,1.1
8,2022-11-04,29-328,CHI,W (+4),,Malcolm Brogdon  ,BOS,0.0,28.833333333333332,9.0,10.0,0.0,0.0,7.0,9.0,0.0,2.0,2.0,4.0,0.0,1.0,4.0,2.0,25.0,4.0,0.895,0.9,0.0,9.2,4.4,25.6,0.0,3.0,22.3,26.4,138.0,116.0,20.1,7.9
9,2022-11-05,29-329,NYK,W (+15),@,Malcolm Brogdon  ,BOS,0.0,28.316666666666666,5.0,14.0,2.0,5.0,2.0,2.0,0.0,5.0,5.0,5.0,2.0,0.0,1.0,1.0,14.0,20.0,0.47,0.429,0.0,22.3,10.9,22.0,3.6,0.0,6.3,25.6,111.0,117.0,11.8,-3.0
10,2022-11-07,29-331,MEM,W (+3),@,Malcolm Brogdon  ,BOS,0.0,19.466666666666665,3.0,12.0,2.0,7.0,0.0,0.0,3.0,7.0,10.0,4.0,0.0,0.0,1.0,0.0,8.0,6.0,0.333,0.333,16.8,37.5,27.4,32.2,0.0,0.0,7.7,29.3,89.0,107.0,6.8,-1.1
11,2022-11-09,29-333,DET,W (+16),,Malcolm Brogdon  ,BOS,0.0,14.383333333333333,3.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,0.0,9.0,1.0,0.781,0.875,8.1,6.7,7.3,9.0,0.0,6.0,41.0,29.8,89.0,116.0,5.0,-3.7
12,2022-11-18,29-342,NOP,W (+8),@,Malcolm Brogdon  ,BOS,0.0,18.25,1.0,8.0,1.0,5.0,2.0,2.0,1.0,3.0,4.0,4.0,1.0,0.0,1.0,1.0,5.0,2.0,0.282,0.188,6.4,18.8,12.7,27.4,2.7,0.0,10.1,23.7,90.0,111.0,3.8,-6.6
13,2022-11-21,29-345,CHI,L (-14),@,Malcolm Brogdon  ,BOS,0.0,25.15,8.0,13.0,5.0,6.0,2.0,3.0,0.0,1.0,1.0,6.0,0.0,1.0,0.0,1.0,23.0,-5.0,0.803,0.808,0.0,4.7,2.1,50.4,0.0,3.2,0.0,25.0,159.0,122.0,21.5,21.0
14,2022-11-23,29-347,DAL,W (+13),,Malcolm Brogdon  ,BOS,0.0,23.6,5.0,10.0,2.0,4.0,1.0,1.0,2.0,4.0,6.0,2.0,0.0,0.0,2.0,3.0,13.0,7.0,0.623,0.6,11.3,22.0,16.7,11.7,0.0,0.0,16.1,24.3,115.0,117.0,8.8,-2.8
15,2022-11-25,29-349,SAC,W (+18),,Malcolm Brogdon  ,BOS,0.0,20.816666666666666,3.0,9.0,2.0,3.0,0.0,0.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,8.0,21.0,0.444,0.444,6.1,10.2,8.3,27.1,4.6,4.5,10.0,22.0,101.0,98.0,7.9,4.0
16,2022-11-27,29-351,WAS,W (+9),,Malcolm Brogdon  ,BOS,0.0,22.633333333333333,5.0,10.0,3.0,5.0,4.0,4.0,1.0,5.0,6.0,4.0,0.0,0.0,3.0,1.0,17.0,8.0,0.723,0.65,6.4,31.2,19.0,25.4,0.0,0.0,20.3,29.7,131.0,132.0,13.6,3.8
1,2022-10-24,26-275,BRK,W (+10),,Dillon Brooks  ,MEM,1.0,24.166666666666668,2.0,13.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,4.0,7.0,0.154,0.154,0.0,0.0,0.0,4.6,0.0,0.0,13.3,25.8,38.0,133.0,-6.8,-28.9
